order_id,customer_id,order_datetime,city,restaurant_category,order_value,delivery_fee,delivery_time_min,payment_method,order_status,delivery_type,promo_code_used
ORD106933,CUST3235,2025-05-08 03:34:50.409894,Abu Dhabi,Fast Food,10.34,5.95,41.0,Wallet,Returned,Scooter,No
ORD106934,CUST1477,2025-06-12 13:21:50.409898,Dubai,Asian,221.2,2.23,36.0,Card,Delivered,Scooter,Yes
ORD106935,CUST5233,2025-05-20 04:44:50.409901,Ras Al Khaimah,Indian,48.35,4.76,27.0,Apple Pay,Delivered,Bike,Yes
ORD106936,CUST5551,2025-05-31 02:58:50.409905,Ras Al Khaimah,Fast Food,28.62,5.53,31.0,Cash,Delivered,Scooter,No
ORD106937,CUST3883,2025-01-18 22:51:50.409925,Sharjah,Indian,109.03,4.13,17.0,Wallet,Delivered,Bike,No
ORD106938,CUST1691,2025-06-05 20:57:50.409934,Dubai,Fast Food,51.68,5.63,22.0,Wallet,Delivered,Car,Yes
ORD106939,CUST8960,2025-05-02 16:11:50.409942,Ajman,Desserts,27.83,6.61,46.0,Apple Pay,Delivered,Bike,Yes
ORD106940,CUST1326,2025-04-07 18:31:50.409950,Sharjah,Fast Food,125.34,4.94,31.0,Cash,Delivered,Bike,Yes
ORD106941,CUST1906,2025-01-28 21:33:50.409957,Abu Dhabi,Middle Eastern,151.39,5.45,39.0,Wallet,Delivered,Car,Yes
ORD106942,CUST2375,2025-04-27 04:34:50.409965,Dubai,Fast Food,83.84,7.77,32.0,Cash,Delivered,Bike,No
ORD106943,CUST6143,2025-03-23 19:12:50.409973,Sharjah,Asian,3.61,5.95,43.0,Card,Returned,Car,No
ORD106944,CUST5882,2025-03-20 20:55:50.409978,Dubai,Middle Eastern,62.66,5.4,10.0,Wallet,Delivered,Car,Yes
ORD106945,CUST2041,2025-05-01 19:30:50.409982,Sharjah,Fast Food,108.07,3.08,28.0,Wallet,Delivered,Scooter,No
ORD106946,CUST7668,2025-01-22 16:24:50.409986,Abu Dhabi,Asian,11.01,6.34,46.0,Card,Delivered,Car,Yes
ORD106947,CUST6954,2025-03-11 03:27:50.409990,Dubai,Desserts,19.47,5.66,40.0,Apple Pay,Delivered,Bike,Yes
ORD106948,CUST2479,2025-03-31 20:32:50.409994,Ras Al Khaimah,Middle Eastern,160.6,7.57,43.0,Apple Pay,Delivered,Scooter,Yes
ORD106949,CUST7502,2025-04-08 19:13:50.409997,Ras Al Khaimah,Desserts,1.52,5.09,30.0,Cash,Delivered,Bike,No
ORD106950,CUST3302,2025-03-14 14:56:50.410001,Sharjah,Desserts,104.79,1.37,25.0,Wallet,Delivered,Bike,No
ORD106951,CUST4867,2025-04-09 05:17:50.410005,Dubai,Desserts,48.15,1.6,20.0,Cash,Delivered,Bike,Yes
ORD106952,CUST2833,2025-03-08 00:34:50.410008,Dubai,Indian,44.4,6.47,19.0,Apple Pay,Delivered,Car,Yes
ORD106953,CUST9196,2025-04-18 06:13:50.410012,Sharjah,Desserts,0.53,3.86,38.0,Wallet,Delivered,Bike,Yes
ORD106954,CUST2976,2025-03-06 11:33:50.410016,Dubai,Fast Food,128.36,5.87,35.0,Wallet,Delivered,Car,Yes
ORD106955,CUST9551,2025-04-17 18:58:50.410020,Ajman,Middle Eastern,33.45,5.23,29.0,Cash,Delivered,Bike,Yes
ORD106956,CUST9605,2025-06-11 00:54:50.410025,Sharjah,Asian,58.36,4.67,35.0,Wallet,Delivered,Bike,No
ORD106957,CUST5125,2025-01-26 13:30:50.410032,Sharjah,Fast Food,84.83,4.81,31.0,Apple Pay,Delivered,Scooter,No
ORD106958,CUST9133,2025-03-05 10:05:50.410040,Dubai,Desserts,90.96,3.27,40.0,Card,Returned,Scooter,Yes
ORD106959,CUST2478,2025-01-04 09:05:50.410047,Ras Al Khaimah,Healthy,234.23,4.97,40.0,Wallet,Delivered,Scooter,No
ORD106960,CUST4900,2025-04-23 16:03:50.410054,Sharjah,Asian,56.84,3.83,19.0,Wallet,Delivered,Car,Yes
ORD106961,CUST3003,2025-01-29 07:05:50.410062,Ras Al Khaimah,Middle Eastern,38.28,4.26,33.0,Cash,Delivered,Bike,Yes
ORD106962,CUST6134,2025-01-15 13:34:50.410069,Sharjah,Middle Eastern,230.45,4.35,13.0,Apple Pay,Delivered,Bike,No
ORD106963,CUST6395,2025-01-16 08:52:50.410076,Abu Dhabi,Middle Eastern,77.06,4.55,31.0,Apple Pay,Cancelled,Car,No
ORD106964,CUST7388,2025-04-26 13:20:50.410083,Ras Al Khaimah,Healthy,26.55,6.84,36.0,Wallet,Delivered,Bike,Yes
ORD106965,CUST4865,2025-06-01 14:01:50.410090,Sharjah,Asian,10.14,4.74,17.0,Cash,Delivered,Scooter,No
ORD106966,CUST7928,2025-05-10 12:20:50.410098,Ajman,Indian,138.65,7.05,26.0,Cash,Delivered,Scooter,Yes
ORD106967,CUST4571,2025-03-22 14:09:50.410106,Ajman,Desserts,33.73,8.08,30.0,Card,Delivered,Car,Yes
ORD106968,CUST3363,2025-06-08 16:14:50.410113,Ajman,Healthy,81.01,6.71,32.0,Cash,Delivered,Bike,No
ORD106969,CUST2750,2025-03-17 19:22:50.410120,Dubai,Fast Food,47.73,6.07,27.0,Card,Delivered,Bike,No
ORD106970,CUST3869,2025-04-22 04:13:50.410128,Abu Dhabi,Indian,16.64,5.65,18.0,Apple Pay,Delivered,Car,No
ORD106971,CUST4507,2025-06-09 04:47:50.410135,Ajman,Indian,69.04,6.73,29.0,Cash,Delivered,Bike,Yes
ORD106972,CUST5498,2025-03-10 11:26:50.410141,Ras Al Khaimah,Desserts,4.7,5.18,13.0,Apple Pay,Delivered,Bike,No
ORD106973,CUST8200,2025-05-29 16:15:50.410149,Sharjah,Indian,40.0,6.97,28.0,Wallet,Delivered,Bike,Yes
ORD106974,CUST7690,2025-03-22 17:30:50.410156,Ajman,Desserts,59.33,6.23,26.0,Cash,Delivered,Scooter,Yes
ORD106975,CUST5166,2025-03-13 06:01:50.410163,Ajman,Middle Eastern,42.96,4.28,29.0,Wallet,Delivered,Scooter,Yes
ORD106976,CUST1916,2025-03-22 19:27:50.410171,Ras Al Khaimah,Middle Eastern,103.57,6.79,24.0,Card,Delivered,Car,Yes
ORD106977,CUST9034,2025-03-03 15:46:50.410178,Ajman,Middle Eastern,131.99,5.18,15.0,Cash,Delivered,Bike,No
ORD106978,CUST9740,2025-03-16 10:59:50.410186,Dubai,Asian,110.63,4.79,26.0,Cash,Delivered,Car,Yes
ORD106979,CUST7139,2025-04-04 03:31:50.410194,Dubai,Desserts,2.97,4.05,39.0,Card,Delivered,Scooter,No
ORD106980,CUST2850,2025-03-30 18:10:50.410201,Ras Al Khaimah,Asian,16.19,5.33,43.0,Wallet,Cancelled,Car,Yes
ORD106981,CUST6185,2025-01-27 02:01:50.410208,Abu Dhabi,Middle Eastern,57.69,6.99,54.0,Wallet,Cancelled,Scooter,No
ORD106982,CUST9941,2024-12-27 11:37:50.410215,Dubai,Asian,204.8,6.78,47.0,Card,Delivered,Bike,Yes
ORD106983,CUST7943,2025-01-13 06:10:50.410223,Ajman,Healthy,135.12,5.71,18.0,Card,Cancelled,Car,No
ORD106984,CUST8780,2025-03-30 01:30:50.410232,Ajman,Asian,138.64,6.2,26.0,Cash,Cancelled,Scooter,No
ORD106985,CUST5036,2025-05-16 15:33:50.410239,Sharjah,Middle Eastern,27.1,7.54,30.0,Wallet,Delivered,Car,Yes
ORD106986,CUST5550,2025-03-17 08:46:50.410247,Sharjah,Healthy,42.09,4.7,29.0,Cash,Delivered,Scooter,Yes
ORD106987,CUST3374,2025-01-24 20:26:50.410255,Dubai,Indian,47.72,2.77,31.0,Wallet,Delivered,Bike,Yes
ORD106988,CUST6947,2025-05-29 14:15:50.410263,Sharjah,Middle Eastern,12.84,7.6,54.0,Apple Pay,Delivered,Car,Yes
ORD106989,CUST8786,2025-06-04 19:04:50.410268,Ras Al Khaimah,Healthy,2.37,3.94,19.0,Card,Delivered,Car,No
ORD106990,CUST7025,2025-02-27 04:01:50.410275,Abu Dhabi,Healthy,220.17,3.62,23.0,Wallet,Delivered,Bike,No
ORD106991,CUST6049,2025-03-09 17:58:50.410283,Sharjah,Indian,20.65,1.41,46.0,Apple Pay,Delivered,Car,Yes
ORD106992,CUST1345,2025-01-15 06:46:50.410290,Sharjah,Middle Eastern,20.58,6.14,24.0,Apple Pay,Cancelled,Scooter,Yes
ORD106993,CUST1570,2025-04-28 14:28:50.410297,Dubai,Healthy,6.53,1.76,34.0,Card,Delivered,Scooter,Yes
ORD106994,CUST1895,2025-05-01 03:27:50.410304,Dubai,Healthy,197.86,3.5,40.0,Wallet,Failed,Car,No
ORD106995,CUST4926,2025-03-11 07:24:50.410312,Ajman,Desserts,65.02,6.18,35.0,Apple Pay,Cancelled,Car,Yes
ORD106996,CUST5144,2025-02-16 01:18:50.410319,Abu Dhabi,Healthy,82.48,6.44,32.0,Card,Cancelled,Scooter,No
ORD106997,CUST7302,2025-04-22 03:09:50.410328,Ajman,Middle Eastern,181.92,3.7,39.0,Card,Delivered,Car,Yes
ORD106998,CUST6067,2025-06-18 10:55:50.410336,Abu Dhabi,Fast Food,31.81,4.73,21.0,Apple Pay,Delivered,Scooter,Yes
ORD106999,CUST6945,2025-05-30 11:59:50.410343,Ajman,Healthy,72.87,3.25,25.0,Card,Delivered,Scooter,No
ORD107000,CUST2999,2025-02-07 20:27:50.410351,Ras Al Khaimah,Indian,2.97,3.9,35.0,Apple Pay,Cancelled,Car,Yes
ORD107001,CUST9763,2025-01-31 09:08:50.410358,Ajman,Indian,15.51,5.53,9.0,Card,Delivered,Scooter,Yes
ORD107002,CUST4872,2025-01-12 17:06:50.410365,Abu Dhabi,Asian,133.45,4.0,44.0,Card,Delivered,Bike,No
ORD107003,CUST8248,2025-01-20 06:55:50.410372,Abu Dhabi,Fast Food,109.18,4.51,33.0,Cash,Delivered,Car,No
ORD107004,CUST7364,2025-01-07 22:19:50.410385,Ras Al Khaimah,Asian,32.38,2.07,32.0,Cash,Delivered,Car,Yes
ORD107005,CUST1128,2025-05-31 12:50:50.410392,Abu Dhabi,Indian,35.47,7.27,14.0,Card,Failed,Car,Yes
ORD107006,CUST7438,2025-04-28 03:13:50.410399,Ras Al Khaimah,Fast Food,57.2,6.02,17.0,Wallet,Cancelled,Scooter,Yes
ORD107007,CUST5186,2025-06-03 21:20:50.410406,Dubai,Desserts,0.02,6.59,26.0,Wallet,Failed,Car,Yes
ORD107008,CUST5929,2025-02-13 04:33:50.410415,Dubai,Middle Eastern,20.71,7.58,38.0,Wallet,Delivered,Bike,No
ORD107009,CUST2478,2024-12-29 10:40:50.410424,Ras Al Khaimah,Middle Eastern,17.51,3.35,9.0,Wallet,Delivered,Scooter,No
ORD107010,CUST4857,2025-06-17 17:44:50.410432,Abu Dhabi,Desserts,21.62,4.28,38.0,Apple Pay,Delivered,Car,No
ORD107011,CUST5872,2025-02-17 18:15:50.410440,Abu Dhabi,Indian,122.96,1.21,26.0,Wallet,Delivered,Bike,No
ORD107012,CUST4446,2025-05-22 12:42:50.410447,Dubai,Fast Food,24.6,11.28,28.0,Card,Delivered,Scooter,Yes
ORD107013,CUST3625,2025-02-24 02:35:50.410455,Sharjah,Desserts,15.95,4.7,33.0,Card,Delivered,Car,Yes
ORD107014,CUST8190,2025-06-23 21:28:50.410461,Dubai,Fast Food,52.63,7.08,33.0,Cash,Delivered,Bike,Yes
ORD107015,CUST6196,2025-02-07 05:18:50.410466,Dubai,Indian,150.55,2.52,23.0,Cash,Delivered,Car,No
ORD107016,CUST7656,2025-02-21 06:48:50.410469,Abu Dhabi,Healthy,20.72,6.99,36.0,Wallet,Cancelled,Scooter,Yes
ORD107017,CUST1555,2025-06-20 06:48:50.410473,Dubai,Desserts,6.13,8.72,7.0,Wallet,Delivered,Scooter,Yes
ORD107018,CUST5489,2025-05-20 11:59:50.410477,Abu Dhabi,Healthy,33.05,4.88,25.0,Apple Pay,Delivered,Scooter,Yes
ORD107019,CUST2312,2025-04-15 06:32:50.410481,Sharjah,Fast Food,103.27,2.98,32.0,Apple Pay,Delivered,Car,Yes
ORD107020,CUST9055,2025-05-25 20:38:50.410490,Dubai,Middle Eastern,60.0,4.72,27.0,Cash,Delivered,Car,No
ORD107021,CUST8718,2025-04-12 11:55:50.410495,Ajman,Middle Eastern,127.29,0.55,12.0,Apple Pay,Delivered,Scooter,No
ORD107022,CUST7765,2025-05-05 05:56:50.410498,Abu Dhabi,Asian,240.65,4.92,38.0,Apple Pay,Delivered,Bike,Yes
ORD107023,CUST6451,2025-04-09 10:20:50.410516,Ajman,Indian,118.01,6.64,18.0,Card,Delivered,Scooter,No
ORD107024,CUST7920,2025-05-08 14:04:50.410520,Ras Al Khaimah,Healthy,69.44,4.93,29.0,Cash,Delivered,Scooter,Yes
ORD107025,CUST2644,2025-04-14 19:58:50.410524,Dubai,Healthy,50.99,4.43,32.0,Apple Pay,Cancelled,Bike,No
ORD107026,CUST3627,2025-01-27 04:35:50.410528,Dubai,Asian,3.07,6.06,30.0,Cash,Delivered,Scooter,Yes
ORD107027,CUST5275,2025-03-17 02:27:50.410533,Ras Al Khaimah,Asian,311.66,6.21,42.0,Cash,Cancelled,Car,No
ORD107028,CUST9295,2025-03-28 12:32:50.410542,Ras Al Khaimah,Middle Eastern,36.27,1.68,29.0,Wallet,Delivered,Bike,Yes
ORD107029,CUST2087,2025-05-07 05:39:50.410549,Dubai,Middle Eastern,12.39,5.18,34.0,Apple Pay,Delivered,Bike,Yes
ORD107030,CUST6764,2025-02-27 19:58:50.410557,Sharjah,Indian,82.41,9.87,29.0,Apple Pay,Delivered,Scooter,Yes
ORD107031,CUST7895,2025-01-26 06:05:50.410565,Dubai,Asian,25.09,2.33,36.0,Apple Pay,Delivered,Bike,No
ORD107032,CUST9973,2025-04-10 00:32:50.410573,Abu Dhabi,Fast Food,66.1,4.83,44.0,Cash,Failed,Scooter,No
ORD107033,CUST6353,2025-03-15 06:29:50.410580,Sharjah,Indian,66.28,8.88,31.0,Apple Pay,Delivered,Car,No
ORD107034,CUST8426,2025-02-15 03:40:50.410588,Dubai,Indian,44.26,7.21,38.0,Cash,Delivered,Bike,No
ORD107035,CUST1448,2025-01-05 21:34:50.410595,Ajman,Indian,135.65,3.97,45.0,Wallet,Delivered,Car,No
ORD107036,CUST1853,2025-01-11 11:01:50.410600,Sharjah,Middle Eastern,23.09,5.41,44.0,Cash,Delivered,Car,No
ORD107037,CUST4010,2025-03-18 02:27:50.410603,Dubai,Fast Food,44.65,5.0,26.0,Cash,Cancelled,Bike,Yes
ORD107038,CUST8264,2025-01-30 10:40:50.410607,Dubai,Desserts,57.86,3.5,40.0,Cash,Delivered,Bike,Yes
ORD107039,CUST3229,2025-01-17 11:17:50.410611,Ajman,Indian,81.71,4.85,32.0,Card,Delivered,Bike,Yes
ORD107040,CUST1050,2025-01-04 00:19:50.410614,Sharjah,Indian,114.93,4.44,41.0,Wallet,Delivered,Bike,Yes
ORD107041,CUST7564,2025-01-01 07:31:50.410618,Ajman,Fast Food,37.67,5.23,36.0,Apple Pay,Delivered,Bike,Yes
ORD107042,CUST4278,2025-04-30 14:31:50.410622,Dubai,Asian,77.89,3.5,33.0,Card,Delivered,Bike,Yes
ORD107043,CUST6006,2025-01-22 21:43:50.410626,Dubai,Fast Food,12.24,2.45,34.0,Wallet,Delivered,Scooter,Yes
ORD107044,CUST6140,2025-05-29 12:39:50.410629,Ajman,Middle Eastern,202.34,4.92,33.0,Apple Pay,Delivered,Bike,Yes
ORD107045,CUST2347,2025-05-12 12:55:50.410633,Dubai,Fast Food,36.22,8.43,33.0,Apple Pay,Delivered,Scooter,No
ORD107046,CUST2815,2025-01-30 00:38:50.410637,Ajman,Healthy,98.07,5.16,28.0,Card,Cancelled,Car,No
ORD107047,CUST3585,2025-03-14 02:30:50.410640,Sharjah,Indian,1.54,4.34,27.0,Cash,Delivered,Scooter,Yes
ORD107048,CUST5089,2025-01-30 05:28:50.410644,Ras Al Khaimah,Desserts,17.22,6.51,48.0,Cash,Delivered,Bike,No
ORD107049,CUST9460,2025-01-26 22:57:50.410651,Sharjah,Healthy,50.07,4.68,35.0,Cash,Delivered,Car,No
ORD107050,CUST3131,2025-06-04 18:31:50.410658,Ajman,Healthy,157.94,8.74,24.0,Card,Delivered,Scooter,Yes
ORD107051,CUST7722,2025-04-26 16:28:50.410666,Ras Al Khaimah,Middle Eastern,56.19,4.99,27.0,Cash,Cancelled,Car,Yes
ORD107052,CUST6233,2025-04-30 08:47:50.410674,Ajman,Indian,199.31,6.4,41.0,Wallet,Delivered,Car,No
ORD107053,CUST8397,2025-01-05 10:52:50.410681,Ras Al Khaimah,Healthy,49.59,3.49,23.0,Apple Pay,Returned,Car,No
ORD107054,CUST8837,2025-02-21 02:54:50.410688,Ras Al Khaimah,Middle Eastern,50.57,6.01,15.0,Wallet,Delivered,Car,No
ORD107055,CUST3187,2025-05-03 03:28:50.410696,Ajman,Desserts,9.57,5.55,16.0,Wallet,Delivered,Scooter,Yes
ORD107056,CUST5270,2025-02-08 21:27:50.410703,Abu Dhabi,Indian,121.71,4.89,13.0,Cash,Delivered,Bike,No
ORD107057,CUST3842,2025-06-13 06:11:50.410708,Dubai,Indian,21.27,4.0,17.0,Cash,Delivered,Scooter,Yes
ORD107058,CUST6367,2024-12-30 16:40:50.410711,Abu Dhabi,Healthy,172.4,3.72,18.0,Cash,Cancelled,Scooter,No
ORD107059,CUST5616,2025-06-09 21:50:50.410715,Sharjah,Middle Eastern,181.29,5.56,44.0,Wallet,Failed,Scooter,Yes
ORD107060,CUST4254,2025-03-05 09:07:50.410719,Dubai,Healthy,215.26,6.26,30.0,Wallet,Cancelled,Scooter,No
ORD107061,CUST2382,2025-04-30 23:41:50.410762,Ajman,Asian,55.08,4.75,26.0,Wallet,Returned,Bike,Yes
ORD107062,CUST7791,2025-04-21 07:40:50.410772,Ras Al Khaimah,Fast Food,84.78,5.57,16.0,Cash,Delivered,Car,Yes
ORD107063,CUST7022,2025-05-29 12:45:50.410780,Dubai,Fast Food,113.06,4.92,29.0,Wallet,Failed,Scooter,Yes
ORD107064,CUST3980,2025-04-13 06:04:50.410789,Sharjah,Healthy,10.53,5.2,13.0,Apple Pay,Delivered,Car,Yes
ORD107065,CUST7447,2025-01-24 03:03:50.410797,Sharjah,Fast Food,68.9,4.6,26.0,Apple Pay,Delivered,Scooter,Yes
ORD107066,CUST7182,2025-06-04 00:42:50.410805,Ras Al Khaimah,Asian,2.62,5.04,51.0,Card,Delivered,Scooter,Yes
ORD107067,CUST4677,2025-04-06 03:48:50.410813,Dubai,Desserts,51.62,10.4,37.0,Cash,Delivered,Bike,No
ORD107068,CUST1339,2025-05-14 23:36:50.410821,Abu Dhabi,Healthy,12.62,5.62,28.0,Wallet,Delivered,Bike,No
ORD107069,CUST1376,2025-02-09 06:52:50.410829,Ras Al Khaimah,Desserts,15.15,6.29,37.0,Apple Pay,Delivered,Bike,No
ORD107070,CUST4747,2025-03-10 10:46:50.410837,Ras Al Khaimah,Fast Food,34.07,5.88,25.0,Card,Delivered,Bike,No
ORD107071,CUST2457,2025-05-25 11:47:50.410845,Dubai,Healthy,42.48,4.47,22.0,Apple Pay,Cancelled,Scooter,Yes
ORD107072,CUST8576,2025-02-05 22:58:50.410853,Ras Al Khaimah,Desserts,73.2,7.59,47.0,Wallet,Delivered,Bike,Yes
ORD107073,CUST4248,2025-06-06 05:07:50.410860,Dubai,Indian,5.8,4.42,19.0,Apple Pay,Delivered,Bike,No
ORD107074,CUST5289,2025-06-14 17:27:50.410868,Dubai,Middle Eastern,52.54,7.11,26.0,Card,Delivered,Car,Yes
ORD107075,CUST3764,2025-05-19 20:51:50.410876,Dubai,Indian,15.12,4.33,33.0,Card,Delivered,Scooter,Yes
ORD107076,CUST1815,2025-05-04 16:13:50.410884,Sharjah,Fast Food,63.99,3.08,21.0,Cash,Cancelled,Scooter,No
ORD107077,CUST7570,2025-04-01 15:10:50.410892,Sharjah,Middle Eastern,76.09,5.73,37.0,Card,Cancelled,Bike,No
ORD107078,CUST8027,2025-04-19 20:42:50.410898,Ajman,Indian,61.01,2.79,27.0,Cash,Delivered,Car,No
ORD107079,CUST5262,2025-05-02 14:33:50.410906,Ajman,Asian,100.54,6.07,37.0,Apple Pay,Delivered,Bike,Yes
ORD107080,CUST3445,2025-06-05 11:42:50.410913,Ajman,Healthy,30.67,2.61,36.0,Wallet,Delivered,Scooter,Yes
ORD107081,CUST2459,2024-12-28 09:09:50.410920,Ajman,Middle Eastern,108.65,4.36,28.0,Card,Cancelled,Car,No
ORD107082,CUST7028,2025-01-04 21:14:50.410927,Ajman,Fast Food,42.52,2.14,47.0,Card,Delivered,Scooter,Yes
ORD107083,CUST3787,2025-01-24 21:32:50.410935,Ajman,Fast Food,49.65,10.65,23.0,Cash,Delivered,Bike,No
ORD107084,CUST2922,2025-02-05 12:42:50.410952,Dubai,Fast Food,78.33,1.69,43.0,Wallet,Delivered,Bike,No
ORD107085,CUST1231,2025-06-04 13:55:50.410959,Ras Al Khaimah,Indian,1.39,5.02,42.0,Card,Delivered,Scooter,No
ORD107086,CUST9615,2025-02-21 20:51:50.410967,Sharjah,Desserts,79.6,7.29,48.0,Apple Pay,Delivered,Car,No
ORD107087,CUST8129,2024-12-27 21:55:50.410974,Abu Dhabi,Middle Eastern,72.29,7.07,32.0,Cash,Delivered,Car,No
ORD107088,CUST8433,2025-02-18 21:32:50.410981,Sharjah,Middle Eastern,27.81,6.7,22.0,Cash,Delivered,Car,No
ORD107089,CUST9096,2025-05-21 02:39:50.410985,Ras Al Khaimah,Healthy,6.73,4.37,51.0,Card,Delivered,Bike,No
ORD107090,CUST2941,2025-01-26 03:26:50.410991,Ajman,Fast Food,7.15,7.7,27.0,Apple Pay,Delivered,Car,No
ORD107091,CUST4677,2025-06-20 20:26:50.410998,Dubai,Middle Eastern,192.51,6.83,22.0,Apple Pay,Delivered,Car,Yes
ORD107092,CUST4328,2025-02-26 02:50:50.411006,Dubai,Healthy,87.66,5.42,28.0,Cash,Delivered,Car,Yes
ORD107093,CUST4121,2025-06-23 18:46:50.411014,Ajman,Desserts,10.2,5.48,20.0,Apple Pay,Delivered,Bike,No
ORD107094,CUST5361,2025-02-11 06:54:50.411022,Dubai,Middle Eastern,33.09,4.39,35.0,Card,Delivered,Scooter,No
ORD107095,CUST5717,2025-01-08 22:27:50.411030,Ras Al Khaimah,Asian,67.33,3.18,24.0,Cash,Cancelled,Bike,No
ORD107096,CUST9096,2025-06-01 21:37:50.411038,Abu Dhabi,Middle Eastern,135.4,7.47,27.0,Card,Delivered,Bike,No
ORD107097,CUST7259,2025-02-08 09:51:50.411045,Dubai,Healthy,3.35,7.62,40.0,Card,Cancelled,Scooter,Yes
ORD107098,CUST3133,2025-01-14 15:25:50.411052,Ajman,Indian,20.25,3.23,36.0,Wallet,Delivered,Car,Yes
ORD107099,CUST8066,2025-05-21 08:46:50.411058,Ajman,Desserts,165.37,4.69,30.0,Card,Cancelled,Car,No
ORD107100,CUST4385,2024-12-28 21:56:50.411066,Sharjah,Desserts,0.69,4.71,32.0,Card,Delivered,Car,Yes
ORD107101,CUST4531,2025-01-20 18:18:50.411072,Sharjah,Fast Food,16.87,4.93,30.0,Card,Delivered,Car,Yes
ORD107102,CUST5636,2025-02-23 08:22:50.411088,Dubai,Desserts,239.61,5.13,26.0,Apple Pay,Delivered,Scooter,No
ORD107103,CUST4102,2025-02-19 12:27:50.411095,Ajman,Desserts,71.28,6.89,30.0,Apple Pay,Cancelled,Scooter,Yes
ORD107104,CUST7853,2025-03-07 18:07:50.411102,Ajman,Desserts,22.75,3.51,35.0,Wallet,Delivered,Bike,No
ORD107105,CUST3955,2025-06-06 17:10:50.411110,Dubai,Middle Eastern,5.2,3.31,29.0,Apple Pay,Delivered,Car,Yes
ORD107106,CUST7693,2025-06-04 22:47:50.411116,Abu Dhabi,Desserts,2.14,7.47,34.0,Apple Pay,Delivered,Bike,Yes
ORD107107,CUST3391,2025-01-12 09:26:50.411124,Abu Dhabi,Middle Eastern,21.05,4.07,22.0,Apple Pay,Delivered,Car,Yes
ORD107108,CUST1471,2025-01-18 21:03:50.411147,Abu Dhabi,Healthy,159.95,2.47,24.0,Wallet,Delivered,Scooter,Yes
ORD107109,CUST5754,2025-03-19 20:55:50.411155,Ras Al Khaimah,Fast Food,40.33,4.03,23.0,Apple Pay,Returned,Scooter,No
ORD107110,CUST5289,2025-01-28 15:35:50.411163,Dubai,Indian,95.56,4.34,24.0,Apple Pay,Delivered,Bike,No
ORD107111,CUST4858,2025-04-22 04:36:50.411170,Sharjah,Fast Food,187.84,8.11,43.0,Wallet,Delivered,Car,Yes
ORD107112,CUST8388,2025-05-25 13:27:50.411178,Sharjah,Middle Eastern,39.32,6.85,37.0,Card,Delivered,Bike,Yes
ORD107113,CUST5068,2025-06-12 22:00:50.411185,Abu Dhabi,Asian,15.92,7.3,19.0,Card,Delivered,Bike,Yes
ORD107114,CUST7056,2025-04-25 21:47:50.411192,Sharjah,Asian,54.6,6.64,34.0,Wallet,Delivered,Car,Yes
ORD107115,CUST8506,2025-03-31 18:24:50.411200,Ajman,Desserts,179.02,6.89,26.0,Cash,Delivered,Car,No
ORD107116,CUST2404,2025-06-11 11:07:50.411207,Ras Al Khaimah,Asian,122.37,3.62,23.0,Wallet,Delivered,Bike,No
ORD107117,CUST1169,2025-01-06 11:03:50.411215,Abu Dhabi,Healthy,5.11,4.6,15.0,Wallet,Delivered,Scooter,No
ORD107118,CUST8682,2025-05-08 12:41:50.411224,Ajman,Middle Eastern,88.46,3.02,40.0,Card,Cancelled,Car,No
ORD107119,CUST3182,2025-03-12 07:29:50.411232,Ajman,Middle Eastern,63.63,4.58,16.0,Apple Pay,Delivered,Bike,No
ORD107120,CUST6296,2025-03-28 14:35:50.411241,Abu Dhabi,Healthy,178.51,6.37,29.0,Cash,Failed,Car,Yes
ORD107121,CUST7513,2025-04-03 18:57:50.411249,Sharjah,Middle Eastern,9.8,5.27,21.0,Apple Pay,Cancelled,Car,Yes
ORD107122,CUST4476,2025-01-08 08:58:50.411256,Abu Dhabi,Indian,57.27,7.62,38.0,Apple Pay,Cancelled,Car,No
ORD107123,CUST7283,2025-04-06 22:45:50.411263,Abu Dhabi,Indian,158.68,2.72,27.0,Wallet,Delivered,Bike,No
ORD107124,CUST7935,2025-05-20 04:22:50.411271,Dubai,Fast Food,39.58,6.0,29.0,Apple Pay,Delivered,Scooter,No
ORD107125,CUST5198,2025-04-13 08:59:50.411278,Ras Al Khaimah,Fast Food,49.33,2.5,29.0,Wallet,Delivered,Scooter,Yes
ORD107126,CUST2196,2025-06-08 02:16:50.411285,Sharjah,Asian,5.48,5.19,33.0,Apple Pay,Delivered,Scooter,Yes
ORD107127,CUST2561,2025-01-26 07:07:50.411293,Ras Al Khaimah,Indian,24.44,6.48,30.0,Wallet,Delivered,Car,No
ORD107128,CUST1962,2024-12-26 05:28:50.411301,Abu Dhabi,Asian,29.42,4.57,30.0,Wallet,Delivered,Bike,Yes
ORD107129,CUST1853,2025-02-11 07:47:50.411308,Ras Al Khaimah,Asian,217.7,6.1,25.0,Apple Pay,Delivered,Car,Yes
ORD107130,CUST6453,2025-03-25 11:21:50.411316,Sharjah,Desserts,24.92,3.08,14.0,Wallet,Cancelled,Car,Yes
ORD107131,CUST4847,2025-01-21 15:13:50.411323,Ras Al Khaimah,Healthy,46.33,1.67,19.0,Apple Pay,Delivered,Car,No
ORD107132,CUST8715,2025-01-30 05:31:50.411331,Ras Al Khaimah,Asian,83.45,6.11,37.0,Wallet,Delivered,Car,No
